0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
2, 0
2, 0
3, 0
3, 0
0, 0
0, 0
1, 0
1, 0
   16  43520   8192   64  256   -1
